what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1347525299331
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1347525300003
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1347525300003
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1347525300050
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1347525300237
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1347525300440
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1347525301721
activated,view,org.python.pydev,2.5.0.2012040618,"org.python.pydev.navigator.view",1347525303034
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525307361
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347525330636
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525337306
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1347525340274
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525347412
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525371125
activated,view,org.python.pydev,2.5.0.2012040618,"org.python.pydev.navigator.view",1347525372234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525373546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525376733
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1347525376749
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525377405
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525423268
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1347525426704
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525428516
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525428547
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525436936
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525493765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525497264
closed,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347525499810
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525499872
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1347525499888
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525501122
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525501138
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525501231
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525505199
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1347525506761
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525520227
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525520273
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525520289
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525532911
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525534082
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525535082
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347525535238
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525543127
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525597925
opened,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347525601080
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347525601174
activated,view,org.python.pydev,2.5.0.2012040618,"org.python.pydev.navigator.view",1347525604033
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525606345
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347525619669
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525620388
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347525621059
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1347525645178
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347525650474
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347525650770
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347525687589
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525691713
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525708865
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525709958
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525712207
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525713238
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1347525713270
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347525713582
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525716378
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525721861
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525725079
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347525730062
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347525730390
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347525735217
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525738919
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525742574
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525743621
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525826256
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525827005
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525828427
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347525828427
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526087328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526088827
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526096263
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526362521
activated,view,org.python.pydev,2.5.0.2012040618,"org.python.pydev.navigator.view",1347526364380
closed,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526364380
opened,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526367895
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526368113
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1347526375330
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526398152
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526398168
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526398230
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526456512
activated,view,org.python.pydev,2.5.0.2012040618,"org.python.pydev.navigator.view",1347526456528
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526457434
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526460698
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526485145
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1347526491878
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526497689
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526505218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526505234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526505593
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526506483
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526507936
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526507952
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526508030
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526515028
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526516090
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526516106
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526516449
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526520277
opened,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526524119
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526524229
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1347526531524
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526534179
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526547363
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526549144
activated,view,org.python.pydev,2.5.0.2012040618,"org.python.pydev.navigator.view",1347526552706
opened,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526553034
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526553252
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526575450
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526584713
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526587134
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526591461
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526596631
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526597350
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1347526598553
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526599693
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526600240
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347526603427
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347526606848
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1347526608332
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526623531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526623531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526623609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526688029
activated,view,org.python.pydev,2.5.0.2012040618,"org.python.pydev.navigator.view",1347526692075
closed,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526692075
closed,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526692091
closed,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526692106
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526695340
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526778115
opened,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526780240
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347526780365
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347526877456
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347527144642
activated,view,org.python.pydev,2.5.0.2012040618,"org.python.pydev.navigator.view",1347527153358
closed,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347527153358
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1347527154406
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1347527156190
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347527158568
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347527452247
opened,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347527456921
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347527457031
activated,view,org.python.pydev,2.5.0.2012040618,"org.python.pydev.navigator.view",1347527458422
opened,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347527458797
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347527458907
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347527460783
closed,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347527460783
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1347527471834
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1347527472288
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347527475930
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347527485809
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1347527488560
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347527489608
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347527497267
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347527512321
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347527517573
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347527522091
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347527535706
activated,view,org.python.pydev,2.5.0.2012040618,"org.python.pydev.navigator.view",1347527537254
opened,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347527537660
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347527537785
