what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347267070544
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347267070857
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267071763
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267071778
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267071872
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267072513
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267072716
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267072716
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267072731
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267089149
activated,editor,org.nodeclipse.ui,0.1.7,"org.nodeclipse.ui.editors.NodeEditor",1347267090352
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347267096319
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267098116
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267113050
activated,editor,org.nodeclipse.ui,0.1.7,"org.nodeclipse.ui.editors.NodeEditor",1347267128234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267137778
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267137794
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267138216
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267139356
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267139747
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267139762
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267139778
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267145245
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347267155571
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267156602
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267170802
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267179643
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267180924
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267181549
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267186361
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347267197342
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1347267199686
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347267200014
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347267204481
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347267204762
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1347267207184
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347267207918
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347267208184
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347267210214
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347267232272
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267233396
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267237770
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347267241519
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267283509
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267301615
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267302536
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267308347
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267308816
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267318642
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347267328717
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267388469
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267407668
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1347267410636
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267453750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267461639
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267463670
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267472293
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347267482509
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267502130
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267509909
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267516298
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267516970
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267517782
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267527202
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267530966
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267536012
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1347267605683
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347267606574
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347267607558
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1347267614150
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347267618867
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347267619274
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347267621757
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267623132
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267633067
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347267641737
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1347267643830
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347267644486
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347267644768
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267645658
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267645658
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267645767
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267657765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267660045
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267660061
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267660139
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267723858
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267756866
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267756866
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267756882
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267760240
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267761037
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267803777
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1347267900009
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347267904423
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347267906834
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267907835
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267907835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267907945
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267909604
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267911326
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267913690
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267925335
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267925335
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267925429
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267937873
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267938468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347267951209
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347267957314
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347267966580
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347267972920
activated,editor,org.nodeclipse.ui,0.1.7,"org.nodeclipse.ui.editors.NodeEditor",1347267973859
activated,editor,org.nodeclipse.ui,0.1.7,"org.nodeclipse.ui.editors.NodeEditor",1347267981732
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347268001330
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347268002519
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347268005509
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347268008201
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1347268011003
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347268011676
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347268011942
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347268013038
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347268013993
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347268015104
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347268018642
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1347268022602
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347268023228
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347268023525
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347268024871
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347268024871
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347268024887
