what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528245045
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347528246842
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347528252561
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528254498
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528291230
activated,view,org.python.pydev,2.5.0.2012040618,"org.python.pydev.navigator.view",1347528291262
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1347528293777
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1347528296902
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347528300355
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528304792
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528363911
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528365083
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528365083
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528365177
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528394752
activated,view,org.python.pydev,2.5.0.2012040618,"org.python.pydev.navigator.view",1347528395892
executed,command,,,"org.python.pydev.django.launching.DjangoLaunchShortcut.run",1347528400454
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528404423
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528475055
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1347528476649
activated,view,org.python.pydev,2.5.0.2012040618,"org.python.pydev.navigator.view",1347528486851
executed,command,,,"org.python.pydev.debug.ui.launchShortcut.python.run",1347528491194
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1347528493569
activated,view,org.python.pydev,2.5.0.2012040618,"org.python.pydev.navigator.view",1347528494678
executed,command,,,"org.python.pydev.django.launching.DjangoLaunchShortcut.run",1347528496803
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528500100
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528500147
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528500147
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528502818
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528503740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528507599
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528509427
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528509458
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528509552
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528638631
opened,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347528639990
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347528640115
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347528645583
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528646943
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528646943
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528647318
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528648224
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528648380
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528663347
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347528664737
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347528665097
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347528667628
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528683657
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528683657
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528683782
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528832748
activated,view,org.python.pydev,2.5.0.2012040618,"org.python.pydev.navigator.view",1347528836998
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528840091
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1347528843778
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1347528843825
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528843981
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347528856027
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347528856245
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347528858651
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1347528858651
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528862838
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528869353
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347528885617
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347529079482
activated,view,org.python.pydev,2.5.0.2012040618,"org.python.pydev.navigator.view",1347529081622
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347529085903
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347529089152
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347529094245
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347529098245
activated,view,org.python.pydev,2.5.0.2012040618,"org.python.pydev.navigator.view",1347529102166
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347529103619
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347529105041
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1347529106978
